BGC,SS_NoSpace,Spp,ESuit,Use,Changes
ESSFxc_CO,ESSFxc_CO/101,Bl,1,C4,
ESSFxc_CO,ESSFxc_CO/101,Bla,2,C4,
ESSFxc_CO,ESSFxc_CO/101,Pl,1,C4,
ESSFxc_CO,ESSFxc_CO/101,Sx,1,C4,
ESSFxc_CO,ESSFxc_CO/103,Fd,3,B2,
ESSFxc_CO,ESSFxc_CO/103,At,2,B2,
ESSFxc_CO,ESSFxc_CO/103,Bl,2,B2,
ESSFxc_CO,ESSFxc_CO/103,Pl,1,B2,
ESSFxc_CO,ESSFxc_CO/103,Sx,2,B2,
ESSFxc_CO,ESSFxc_CO/111,Bl,1,D6,
ESSFxc_CO,ESSFxc_CO/111,Sx,1,D6,
ESSFxc_WA,ESSFxc_WA/101,At,3,C4,
ESSFxc_WA,ESSFxc_WA/101,Bl,1,C4,
ESSFxc_WA,ESSFxc_WA/101,La,5,C4,
ESSFxc_WA,ESSFxc_WA/101,Pa,3,C4,
ESSFxc_WA,ESSFxc_WA/101,Pl,1,C4,
ESSFxc_WA,ESSFxc_WA/101,Sx,1,C4,
ESSFxc_WA,ESSFxc_WA/103,Fd,2,B2,
ESSFxc_WA,ESSFxc_WA/103,At,3,B2,
ESSFxc_WA,ESSFxc_WA/103,Bl,2,B2,
ESSFxc_WA,ESSFxc_WA/103,La,3,B2,
ESSFxc_WA,ESSFxc_WA/103,Pa,2,B2,
ESSFxc_WA,ESSFxc_WA/103,Pl,1,B2,
ESSFxc_WA,ESSFxc_WA/103,Sx,3,B2,
ESSFxc_WA,ESSFxc_WA/111,Bl,1,D6,
ESSFxc_WA,ESSFxc_WA/111,Pl,3,D6,
ESSFxc_WA,ESSFxc_WA/111,Sx,1,D6,
ESSFxc1,ESSFxc1/01,Bl,2,C4,
ESSFxc1,ESSFxc1/01,Lw,4,C4,
ESSFxc1,ESSFxc1/01,Pl,2,C4,
ESSFxc1,ESSFxc1/01,Sx,1,C4,
ESSFxc1,ESSFxc1/05,Fd,2,B2,
ESSFxc1,ESSFxc1/05,Bl,2,B2,
ESSFxc1,ESSFxc1/05,Lw,4,B2,
ESSFxc1,ESSFxc1/05,Pa,2,B2,
ESSFxc1,ESSFxc1/05,Pl,1,B2,
ESSFxc1,ESSFxc1/05,Sx,3,B2,
ESSFxc1,ESSFxc1/08,Bl,1,D6,
ESSFxc1,ESSFxc1/08,Pl,1,D6,
ESSFxc1,ESSFxc1/08,Sx,2,D6,
ESSFxc2,ESSFxc2/01,Bl,2,C4,
ESSFxc2,ESSFxc2/01,Pl,1,C4,
ESSFxc2,ESSFxc2/01,Sx,1,C4,
ESSFxc2,ESSFxc2/05,Bl,1,B2,
ESSFxc2,ESSFxc2/05,Pl,1,B2,
ESSFxc2,ESSFxc2/05,Sx,3,B2,
ESSFxc2,ESSFxc2/08,Bl,1,D6,
ESSFxc2,ESSFxc2/08,Pl,1,D6,
ESSFxc2,ESSFxc2/08,Sx,2,D6,
ESSFxc3,ESSFxc3/01,Bl,1,C4,
ESSFxc3,ESSFxc3/01,Pl,1,C4,
ESSFxc3,ESSFxc3/01,Sx,1,C4,
ESSFxc3,ESSFxc3/05,Fd,3,B2,
ESSFxc3,ESSFxc3/05,Bl,2,B2,
ESSFxc3,ESSFxc3/05,Lw,4,B2,
ESSFxc3,ESSFxc3/05,Pa,2,B2,
ESSFxc3,ESSFxc3/05,Pl,1,B2,
ESSFxc3,ESSFxc3/05,Sx,3,B2,
ESSFxc3,ESSFxc3/08,Bl,1,D6,
ESSFxc3,ESSFxc3/08,Pl,1,D6,
ESSFxc3,ESSFxc3/08,Sx,2,D6,
ESSFxcp,ESSFxcp/00,Bl,3,B2,
ESSFxcp,ESSFxcp/00,Bl,3,C4,
ESSFxcp,ESSFxcp/00,Bl,3,D6,
ESSFxcp_CO,ESSFxcp_CO/00,Bl,3,B2,
ESSFxcp_CO,ESSFxcp_CO/00,Pf,3,B2,
ESSFxcp_CO,ESSFxcp_CO/00,Pl,3,B2,
ESSFxcp_CO,ESSFxcp_CO/00,Sx,3,B2,
ESSFxcp_CO,ESSFxcp_CO/00,Bl,3,C4,
ESSFxcp_CO,ESSFxcp_CO/00,Pf,3,C4,
ESSFxcp_CO,ESSFxcp_CO/00,Pl,3,C4,
ESSFxcp_CO,ESSFxcp_CO/00,Sx,3,C4,
ESSFxcp_CO,ESSFxcp_CO/00,Bl,3,D6,
ESSFxcp_CO,ESSFxcp_CO/00,Pf,3,D6,
ESSFxcp_CO,ESSFxcp_CO/00,Pl,3,D6,
ESSFxcp_CO,ESSFxcp_CO/00,Sx,3,D6,
ESSFxcp_WA,ESSFxcp_WA/00,Bl,3,B2,
ESSFxcp_WA,ESSFxcp_WA/00,La,3,B2,
ESSFxcp_WA,ESSFxcp_WA/00,Pa,3,B2,
ESSFxcp_WA,ESSFxcp_WA/00,Pl,3,B2,
ESSFxcp_WA,ESSFxcp_WA/00,X,5,B2,
ESSFxcp_WA,ESSFxcp_WA/00,Bl,3,C4,
ESSFxcp_WA,ESSFxcp_WA/00,La,3,C4,
ESSFxcp_WA,ESSFxcp_WA/00,Pa,3,C4,
ESSFxcp_WA,ESSFxcp_WA/00,Pl,3,C4,
ESSFxcp_WA,ESSFxcp_WA/00,X,5,C4,
ESSFxcp_WA,ESSFxcp_WA/00,Bl,3,D6,
ESSFxcp_WA,ESSFxcp_WA/00,La,3,D6,
ESSFxcp_WA,ESSFxcp_WA/00,Pa,3,D6,
ESSFxcp_WA,ESSFxcp_WA/00,Pl,3,D6,
ESSFxcp_WA,ESSFxcp_WA/00,X,5,D6,
ESSFxcw,ESSFxcw/01,Bl,2,C4,
ESSFxcw,ESSFxcw/01,Pa,3,C4,
ESSFxcw,ESSFxcw/01,Pl,2,C4,
ESSFxcw,ESSFxcw/01,Sx,2,C4,
ESSFxcw,ESSFxcw/05,Bl,3,B2,
ESSFxcw,ESSFxcw/05,Pa,2,B2,
ESSFxcw,ESSFxcw/05,Pl,2,B2,
ESSFxcw,ESSFxcw/05,Sx,3,B2,
ESSFxcw,ESSFxcw/08,Bl,2,D6,
ESSFxcw,ESSFxcw/08,Pl,2,D6,
ESSFxcw,ESSFxcw/08,Sx,2,D6,
ESSFxh_WA,ESSFxh_WA/101,Bl,2,C4,
ESSFxh_WA,ESSFxh_WA/101,Fd,2,C4,
ESSFxh_WA,ESSFxh_WA/101,Lw,2,C4,
ESSFxh_WA,ESSFxh_WA/101,Pl,1,C4,
ESSFxh_WA,ESSFxh_WA/101,Sx,3,C4,
ESSFxh_WA,ESSFxh_WA/103,Fd,1,B2,
ESSFxh_WA,ESSFxh_WA/103,Bl,2,B2,
ESSFxh_WA,ESSFxh_WA/103,La,3,B2,
ESSFxh_WA,ESSFxh_WA/103,Lw,2,B2,
ESSFxh_WA,ESSFxh_WA/103,Pl,1,B2,
ESSFxh_WA,ESSFxh_WA/111,Bl,1,D6,
ESSFxh_WA,ESSFxh_WA/111,Fd,5,D6,
ESSFxh_WA,ESSFxh_WA/111,Pl,3,D6,
ESSFxh_WA,ESSFxh_WA/111,Sx,1,D6,
ESSFxk_MT,ESSFxk_MT/101,Bl,2,C4,
ESSFxk_MT,ESSFxk_MT/101,Fd,3,C4,
ESSFxk_MT,ESSFxk_MT/101,Pa,1,C4,
ESSFxk_MT,ESSFxk_MT/101,Pl,1,C4,
ESSFxk_MT,ESSFxk_MT/101,Sx,1,C4,
ESSFxk_MT,ESSFxk_MT/103,Fd,2,B2,
ESSFxk_MT,ESSFxk_MT/103,Bl,2,B2,
ESSFxk_MT,ESSFxk_MT/103,Pa,2,B2,
ESSFxk_MT,ESSFxk_MT/103,Pl,1,B2,
ESSFxk_MT,ESSFxk_MT/103,Sx,2,B2,
ESSFxk_MT,ESSFxk_MT/111,Bl,1,D6,
ESSFxk_MT,ESSFxk_MT/111,Pa,5,D6,
ESSFxk_MT,ESSFxk_MT/111,Pl,2,D6,
ESSFxk_MT,ESSFxk_MT/111,Sx,1,D6,
ESSFxk_UT,ESSFxk_UT/101,At,3,C4,
ESSFxk_UT,ESSFxk_UT/101,Bl,1,C4,
ESSFxk_UT,ESSFxk_UT/101,Pl,1,C4,
ESSFxk_UT,ESSFxk_UT/101,Sx,1,C4,
ESSFxk_UT,ESSFxk_UT/103,Fd,3,B2,
ESSFxk_UT,ESSFxk_UT/103,At,2,B2,
ESSFxk_UT,ESSFxk_UT/103,Bl,2,B2,
ESSFxk_UT,ESSFxk_UT/103,Pl,1,B2,
ESSFxk_UT,ESSFxk_UT/103,Sx,2,B2,
ESSFxk_UT,ESSFxk_UT/111,Bl,1,D6,
ESSFxk_UT,ESSFxk_UT/111,Sx,1,D6,
ESSFxkp_MT,ESSFxkp_MT/00,Bl,3,B2,
ESSFxkp_MT,ESSFxkp_MT/00,Pa,3,B2,
ESSFxkp_MT,ESSFxkp_MT/00,Pf,3,B2,
ESSFxkp_MT,ESSFxkp_MT/00,Pl,3,B2,
ESSFxkp_MT,ESSFxkp_MT/00,Sx,3,B2,
ESSFxkp_MT,ESSFxkp_MT/00,X,5,B2,
ESSFxkp_MT,ESSFxkp_MT/00,Bl,3,C4,
ESSFxkp_MT,ESSFxkp_MT/00,Pa,3,C4,
ESSFxkp_MT,ESSFxkp_MT/00,Pf,3,C4,
ESSFxkp_MT,ESSFxkp_MT/00,Pl,3,C4,
ESSFxkp_MT,ESSFxkp_MT/00,Sx,3,C4,
ESSFxkp_MT,ESSFxkp_MT/00,X,5,C4,
ESSFxkp_MT,ESSFxkp_MT/00,Bl,3,D6,
ESSFxkp_MT,ESSFxkp_MT/00,Pa,3,D6,
ESSFxkp_MT,ESSFxkp_MT/00,Pf,3,D6,
ESSFxkp_MT,ESSFxkp_MT/00,Pl,3,D6,
ESSFxkp_MT,ESSFxkp_MT/00,Sx,3,D6,
ESSFxkp_MT,ESSFxkp_MT/00,X,5,D6,
ESSFxkp_UT,ESSFxkp_UT/00,Bl,3,B2,
ESSFxkp_UT,ESSFxkp_UT/00,Pf,3,B2,
ESSFxkp_UT,ESSFxkp_UT/00,Pl,3,B2,
ESSFxkp_UT,ESSFxkp_UT/00,Sx,3,B2,
ESSFxkp_UT,ESSFxkp_UT/00,Bl,3,C4,
ESSFxkp_UT,ESSFxkp_UT/00,Pf,3,C4,
ESSFxkp_UT,ESSFxkp_UT/00,Pl,3,C4,
ESSFxkp_UT,ESSFxkp_UT/00,Sx,3,C4,
ESSFxkp_UT,ESSFxkp_UT/00,Bl,3,D6,
ESSFxkp_UT,ESSFxkp_UT/00,Pf,3,D6,
ESSFxkp_UT,ESSFxkp_UT/00,Pl,3,D6,
ESSFxkp_UT,ESSFxkp_UT/00,Sx,3,D6,
ESSFxv1,ESSFxv1/01,Bl,2,C4,
ESSFxv1,ESSFxv1/01,Pa,2,C4,
ESSFxv1,ESSFxv1/01,Pl,1,C4,
ESSFxv1,ESSFxv1/01,Sx,1,C4,
ESSFxv1,ESSFxv1/02,Bl,3,B2,
ESSFxv1,ESSFxv1/02,Pa,2,B2,
ESSFxv1,ESSFxv1/02,Pl,2,B2,
ESSFxv1,ESSFxv1/09,Bl,1,D6,
ESSFxv1,ESSFxv1/09,Pl,2,D6,
ESSFxv1,ESSFxv1/09,Sx,1,D6,
ESSFxv2,ESSFxv2/01,Bl,2,C4,
ESSFxv2,ESSFxv2/01,Pa,3,C4,
ESSFxv2,ESSFxv2/01,Pl,1,C4,
ESSFxv2,ESSFxv2/01,Sx,1,C4,
ESSFxv2,ESSFxv2/02,Bl,3,B2,
ESSFxv2,ESSFxv2/02,Pa,2,B2,
ESSFxv2,ESSFxv2/02,Pl,2,B2,
ESSFxv2,ESSFxv2/08,Bl,2,D6,
ESSFxv2,ESSFxv2/08,Pl,2,D6,
ESSFxv2,ESSFxv2/08,Sx,1,D6,
ESSFxvp,ESSFxvp/00,Bl,3,B2,
ESSFxvp,ESSFxvp/00,Bl,3,C4,
ESSFxvp,ESSFxvp/00,Bl,3,D6,
ESSFxvw,ESSFxvw/01,Bl,2,C4,
ESSFxvw,ESSFxvw/01,Pa,3,C4,
ESSFxvw,ESSFxvw/01,Pl,2,C4,
ESSFxvw,ESSFxvw/02,Bl,3,B2,
ESSFxvw,ESSFxvw/02,Pa,2,B2,
ESSFxvw,ESSFxvw/02,Pl,3,B2,
ESSFxvw,ESSFxvw/09,Bl,2,D6,
ESSFxvw,ESSFxvw/09,Pl,2,D6,
ESSFxw_OR,ESSFxw_OR/101,Bg,3,C4,
ESSFxw_OR,ESSFxw_OR/101,Bl,1,C4,
ESSFxw_OR,ESSFxw_OR/101,Pa,3,C4,
ESSFxw_OR,ESSFxw_OR/101,Pl,1,C4,
ESSFxw_OR,ESSFxw_OR/101,Sx,2,C4,
ESSFxw_OR,ESSFxw_OR/103,Fd,2,B2,
ESSFxw_OR,ESSFxw_OR/103,At,3,B2,
ESSFxw_OR,ESSFxw_OR/103,Bl,1,B2,
ESSFxw_OR,ESSFxw_OR/103,Lw,3,B2,
ESSFxw_OR,ESSFxw_OR/103,Pa,2,B2,
ESSFxw_OR,ESSFxw_OR/103,Pl,2,B2,
ESSFxw_OR,ESSFxw_OR/103,Sx,3,B2,
ESSFxw_OR,ESSFxw_OR/111,Bl,1,D6,
ESSFxw_OR,ESSFxw_OR/111,Pl,3,D6,
ESSFxw_OR,ESSFxw_OR/111,Sx,1,D6,
ESSFxwp_OR,ESSFxwp_OR/00,Bl,3,B2,
ESSFxwp_OR,ESSFxwp_OR/00,Pa,3,B2,
ESSFxwp_OR,ESSFxwp_OR/00,Pl,3,B2,
ESSFxwp_OR,ESSFxwp_OR/00,Bl,3,C4,
ESSFxwp_OR,ESSFxwp_OR/00,Pa,3,C4,
ESSFxwp_OR,ESSFxwp_OR/00,Pl,3,C4,
ESSFxwp_OR,ESSFxwp_OR/00,Bl,3,D6,
ESSFxwp_OR,ESSFxwp_OR/00,Pa,3,D6,
ESSFxwp_OR,ESSFxwp_OR/00,Pl,3,D6,
FGff,FGff/00,X,1,B2,
FGff,FGff/00,X,1,C4,
FGff,FGff/00,X,1,D6,
FGnf,FGnf/00,X,1,B2,
FGnf,FGnf/00,X,1,C4,
FGnf,FGnf/00,X,1,D6,
GBDdw_UT,GBDdw_UT/111,Af,1,D6,
GBDdw_UT,GBDdw_UT/111,Aa,3,D6,
GBDdw_UT,GBDdw_UT/111,Adm,3,D6,
GBDdw_UT,GBDdw_UT/Gg,X,1,B2,
GBDdw_UT,GBDdw_UT/Gg,X,1,C4,
GBDxh_NV,GBDxh_NV/111,Aa,3,D6,
GBDxh_NV,GBDxh_NV/111,Adm,3,D6,
GBDxh_NV,GBDxh_NV/111,Af,1,D6,
GBDxh_NV,GBDxh_NV/Gg,X,1,B2,
GBDxh_NV,GBDxh_NV/Gs,X,1,C4,
GBDxx_UT,GBDxx_UT/111,Aa,3,D6,
GBDxx_UT,GBDxx_UT/111,Af,1,D6,
GBDxx_UT,GBDxx_UT/Gg,X,1,B2,
GBDxx_UT,GBDxx_UT/Gs,X,1,C4,
GOun_CO,GOun_CO/101,At,3,C4,
GOun_CO,GOun_CO/101,Jr,3,C4,
GOun_CO,GOun_CO/101,Qa,1,C4,
GOun_CO,GOun_CO/102,Jr,3,B2,
GOun_CO,GOun_CO/102,Ju,1,B2,
GOun_CO,GOun_CO/102,Om,3,B2,
GOun_CO,GOun_CO/102,Pe,2,B2,
GOun_CO,GOun_CO/102,Qa,1,B2,
GOun_CO,GOun_CO/111,Aa,2,D6,
GOun_CO,GOun_CO/111,Act,1,D6,
GOun_CO,GOun_CO/111,Bc,3,D6,
GOun_CO,GOun_CO/111,Fd,3,D6,
GOun_CO,GOun_CO/111,Jr,3,D6,
GOun_CO,GOun_CO/111,Mt,3,D6,
GOun_CO,GOun_CO/111,Qa,2,D6,
ICHdh_ID,ICHdh_ID/101,At,3,C4,
ICHdh_ID,ICHdh_ID/101,Bg,1,C4,
ICHdh_ID,ICHdh_ID/101,Cw,1,C4,
ICHdh_ID,ICHdh_ID/101,Ep,3,C4,
ICHdh_ID,ICHdh_ID/101,Fd,1,C4,
ICHdh_ID,ICHdh_ID/101,Lw,1,C4,
ICHdh_ID,ICHdh_ID/101,Pl,1,C4,
ICHdh_ID,ICHdh_ID/101,Pw,2,C4,
ICHdh_ID,ICHdh_ID/101,Py,3,C4,
ICHdh_ID,ICHdh_ID/103,Fd,1,B2,
ICHdh_ID,ICHdh_ID/103,At,3,B2,
ICHdh_ID,ICHdh_ID/103,Bg,3,B2,
ICHdh_ID,ICHdh_ID/103,Ep,3,B2,
ICHdh_ID,ICHdh_ID/103,Pl,2,B2,
ICHdh_ID,ICHdh_ID/103,Pw,2,B2,
ICHdh_ID,ICHdh_ID/103,Py,2,B2,
ICHdh_ID,ICHdh_ID/113,Act,2,D6,
ICHdh_ID,ICHdh_ID/113,Bg,2,D6,
ICHdh_ID,ICHdh_ID/113,Bl,3,D6,
ICHdh_ID,ICHdh_ID/113,Cw,1,D6,
ICHdh_ID,ICHdh_ID/113,Ep,2,D6,
ICHdh_ID,ICHdh_ID/113,Fd,2,D6,
ICHdh_ID,ICHdh_ID/113,Hw,3,D6,
ICHdh_ID,ICHdh_ID/113,Pw,3,D6,
ICHdh_ID,ICHdh_ID/113,Sx,2,D6,
ICHdk,ICHdk/01,At,2,C4,
ICHdk,ICHdk/01,Bl,2,C4,
ICHdk,ICHdk/01,Cw,3,C4,
ICHdk,ICHdk/01,Ep,2,C4,
ICHdk,ICHdk/01,Fd,1,C4,
ICHdk,ICHdk/01,Lw,4,C4,
ICHdk,ICHdk/01,Pl,1,C4,
ICHdk,ICHdk/01,Sx,1,C4,
ICHdk,ICHdk/02,Fd,2,B2,
ICHdk,ICHdk/02,At,3,B2,
ICHdk,ICHdk/02,Bl,3,B2,
ICHdk,ICHdk/02,Cw,3,B2,
ICHdk,ICHdk/02,Pl,1,B2,
ICHdk,ICHdk/02,Sx,3,B2,
ICHdk,ICHdk/08,Act,2,D6,
ICHdk,ICHdk/08,At,2,D6,
ICHdk,ICHdk/08,Bl,1,D6,
ICHdk,ICHdk/08,Cw,2,D6,
ICHdk,ICHdk/08,Ep,3,D6,
ICHdk,ICHdk/08,Fd,2,D6,
ICHdk,ICHdk/08,Pl,2,D6,
ICHdk,ICHdk/08,Sx,1,D6,
ICHdm,ICHdm/101,Act,3,C4,
ICHdm,ICHdm/101,At,2,C4,
ICHdm,ICHdm/101,Bg,3,C4,
ICHdm,ICHdm/101,Bl,2,C4,
ICHdm,ICHdm/101,Cw,1,C4,
ICHdm,ICHdm/101,Ep,2,C4,
ICHdm,ICHdm/101,Fd,1,C4,
ICHdm,ICHdm/101,Hw,2,C4,
ICHdm,ICHdm/101,Lw,1,C4,
ICHdm,ICHdm/101,Pl,2,C4,
ICHdm,ICHdm/101,Pw,2,C4,
ICHdm,ICHdm/101,Sx,2,C4,
ICHdm,ICHdm/102,Fd,1,B2,
ICHdm,ICHdm/102,At,3,B2,
ICHdm,ICHdm/102,Lw,2,B2,
ICHdm,ICHdm/102,Pl,3,B2,
ICHdm,ICHdm/102,Py,3,B2,
ICHdm,ICHdm/111,Act,2,D6,
ICHdm,ICHdm/111,At,3,D6,
ICHdm,ICHdm/111,Bl,2,D6,
ICHdm,ICHdm/111,Cw,1,D6,
ICHdm,ICHdm/111,Ep,2,D6,
ICHdm,ICHdm/111,Hw,2,D6,
ICHdm,ICHdm/111,Sx,1,D6,
ICHdw_ID,ICHdw_ID/101,At,2,C4,
ICHdw_ID,ICHdw_ID/101,Bg,1,C4,
ICHdw_ID,ICHdw_ID/101,Cw,2,C4,
ICHdw_ID,ICHdw_ID/101,Ep,3,C4,
ICHdw_ID,ICHdw_ID/101,Fd,1,C4,
ICHdw_ID,ICHdw_ID/101,Hw,2,C4,
ICHdw_ID,ICHdw_ID/101,Lw,1,C4,
ICHdw_ID,ICHdw_ID/101,Pl,2,C4,
ICHdw_ID,ICHdw_ID/101,Pw,2,C4,
ICHdw_ID,ICHdw_ID/101,Py,3,C4,
ICHdw_ID,ICHdw_ID/101,Sx,3,C4,
ICHdw_ID,ICHdw_ID/103,Fd,1,B2,
ICHdw_ID,ICHdw_ID/103,Bg,3,B2,
ICHdw_ID,ICHdw_ID/103,Lw,2,B2,
ICHdw_ID,ICHdw_ID/103,Pl,3,B2,
ICHdw_ID,ICHdw_ID/103,Pw,3,B2,
ICHdw_ID,ICHdw_ID/103,Py,2,B2,
ICHdw_ID,ICHdw_ID/113,Act,2,D6,
ICHdw_ID,ICHdw_ID/113,Bl,3,D6,
ICHdw_ID,ICHdw_ID/113,Cw,1,D6,
ICHdw_ID,ICHdw_ID/113,Ep,2,D6,
ICHdw_ID,ICHdw_ID/113,Sx,2,D6,
ICHdw_ID,ICHdw_ID/113,Hw,3,D6,added
ICHdw1,ICHdw1/101,At,2,C4,
ICHdw1,ICHdw1/101,Bg,2,C4,
ICHdw1,ICHdw1/101,Bl,3,C4,
ICHdw1,ICHdw1/101,Cw,2,C4,
ICHdw1,ICHdw1/101,Ep,3,C4,
ICHdw1,ICHdw1/101,Fd,1,C4,
ICHdw1,ICHdw1/101,Hw,2,C4,
ICHdw1,ICHdw1/101,Lw,1,C4,
ICHdw1,ICHdw1/101,Pl,2,C4,
ICHdw1,ICHdw1/101,Pw,2,C4,
ICHdw1,ICHdw1/101,Py,3,C4,
ICHdw1,ICHdw1/101,Sx,3,C4,
ICHdw1,ICHdw1/102,Fd,1,B2,
ICHdw1,ICHdw1/102,Cw,3,B2,
ICHdw1,ICHdw1/102,Ep,3,B2,
ICHdw1,ICHdw1/102,Lw,2,B2,
ICHdw1,ICHdw1/102,Pl,3,B2,
ICHdw1,ICHdw1/102,Py,1,B2,
ICHdw1,ICHdw1/111,Act,2,D6,
ICHdw1,ICHdw1/111,At,3,D6,
ICHdw1,ICHdw1/111,Bg,2,D6,
ICHdw1,ICHdw1/111,Bl,3,D6,
ICHdw1,ICHdw1/111,Cw,1,D6,
ICHdw1,ICHdw1/111,Ep,2,D6,
ICHdw1,ICHdw1/111,Fd,2,D6,
ICHdw1,ICHdw1/111,Hw,2,D6,
ICHdw1,ICHdw1/111,Lw,2,D6,
ICHdw1,ICHdw1/111,Pl,3,D6,
ICHdw1,ICHdw1/111,Pw,2,D6,
ICHdw1,ICHdw1/111,Sx,1,D6,
ICHdw3,ICHdw3/101,Bl,3,C4,
ICHdw3,ICHdw3/101,Cw,1,C4,
ICHdw3,ICHdw3/101,Fd,1,C4,
ICHdw3,ICHdw3/101,Hw,2,C4,
ICHdw3,ICHdw3/101,Lw,4,C4,
ICHdw3,ICHdw3/101,Pl,3,C4,
ICHdw3,ICHdw3/101,Pw,2,C4,
ICHdw3,ICHdw3/101,Sx,2,C4,
ICHdw3,ICHdw3/102,Fd,1,B2,
ICHdw3,ICHdw3/102,Lw,4,B2,
ICHdw3,ICHdw3/102,Pl,1,B2,
ICHdw3,ICHdw3/102,Pw,3,B2,
ICHdw3,ICHdw3/102,Py,2,B2,
ICHdw3,ICHdw3/111,Bl,3,D6,
ICHdw3,ICHdw3/111,Cw,1,D6,
ICHdw3,ICHdw3/111,Fd,2,D6,
ICHdw3,ICHdw3/111,Hw,2,D6,
ICHdw3,ICHdw3/111,Lw,4,D6,
ICHdw3,ICHdw3/111,Pw,3,D6,
ICHdw3,ICHdw3/111,Sx,2,D6,
ICHdw4,ICHdw4/101,At,2,C4,
ICHdw4,ICHdw4/101,Bl,3,C4,
ICHdw4,ICHdw4/101,Cw,2,C4,
ICHdw4,ICHdw4/101,Ep,2,C4,
ICHdw4,ICHdw4/101,Fd,1,C4,
ICHdw4,ICHdw4/101,Hw,2,C4,
ICHdw4,ICHdw4/101,Lw,1,C4,
ICHdw4,ICHdw4/101,Pl,2,C4,
ICHdw4,ICHdw4/101,Pw,2,C4,
ICHdw4,ICHdw4/101,Py,3,C4,
ICHdw4,ICHdw4/101,Sx,3,C4,
ICHdw4,ICHdw4/102,Fd,1,B2,
ICHdw4,ICHdw4/102,Cw,3,B2,
ICHdw4,ICHdw4/102,Ep,3,B2,
ICHdw4,ICHdw4/102,Lw,3,B2,
ICHdw4,ICHdw4/102,Pl,3,B2,
ICHdw4,ICHdw4/102,Py,2,B2,
ICHdw4,ICHdw4/110,Act,2,D6,
ICHdw4,ICHdw4/110,At,3,D6,
ICHdw4,ICHdw4/110,Bl,3,D6,
ICHdw4,ICHdw4/110,Cw,1,D6,
ICHdw4,ICHdw4/110,Ep,2,D6,
ICHdw4,ICHdw4/110,Fd,2,D6,
ICHdw4,ICHdw4/110,Hw,2,D6,
ICHdw4,ICHdw4/110,Lw,2,D6,
ICHdw4,ICHdw4/110,Pl,3,D6,
ICHdw4,ICHdw4/110,Pw,2,D6,
ICHdw4,ICHdw4/110,Sx,1,D6,
ICHmc1,ICHmc1/01,At,2,C4,
ICHmc1,ICHmc1/01,Ba,3,C4,
ICHmc1,ICHmc1/01,Bl,1,C4,
ICHmc1,ICHmc1/01,Ep,2,C4,
ICHmc1,ICHmc1/01,Hw,1,C4,
ICHmc1,ICHmc1/01,Lw,4,C4,
ICHmc1,ICHmc1/01,Pl,2,C4,
ICHmc1,ICHmc1/01,Sx,1,C4,
ICHmc1,ICHmc1/02,At,3,B2,
ICHmc1,ICHmc1/02,Bl,3,B2,
ICHmc1,ICHmc1/02,Hw,3,B2,
ICHmc1,ICHmc1/02,Pl,2,B2,
ICHmc1,ICHmc1/04,Act,2,D6,
ICHmc1,ICHmc1/04,At,2,D6,
ICHmc1,ICHmc1/04,Ba,3,D6,
ICHmc1,ICHmc1/04,Bl,1,D6,
ICHmc1,ICHmc1/04,Ep,2,D6,
ICHmc1,ICHmc1/04,Hw,2,D6,
ICHmc1,ICHmc1/04,Pl,3,D6,
ICHmc1,ICHmc1/04,Sx,1,D6,
ICHmc1a,ICHmc1a/01,At,3,B2,
ICHmc1a,ICHmc1a/01,Ba,1,B2,
ICHmc1a,ICHmc1a/01,Bl,3,B2,
ICHmc1a,ICHmc1a/01,Cw,4,B2,
ICHmc1a,ICHmc1a/01,Ep,3,B2,
ICHmc1a,ICHmc1a/01,Hw,1,B2,
ICHmc1a,ICHmc1a/01,Pl,1,B2,
ICHmc1a,ICHmc1a/01,Sx,1,B2,
ICHmc1a,ICHmc1a/01,At,3,C4,
ICHmc1a,ICHmc1a/01,Ba,1,C4,
ICHmc1a,ICHmc1a/01,Bl,3,C4,
ICHmc1a,ICHmc1a/01,Cw,4,C4,
ICHmc1a,ICHmc1a/01,Ep,3,C4,
ICHmc1a,ICHmc1a/01,Hw,1,C4,
ICHmc1a,ICHmc1a/01,Pl,1,C4,
ICHmc1a,ICHmc1a/01,Sx,1,C4,
ICHmc1a,ICHmc1a/03,Ba,1,D6,
ICHmc1a,ICHmc1a/03,Bl,2,D6,
ICHmc1a,ICHmc1a/03,Cw,4,D6,
ICHmc1a,ICHmc1a/03,Hw,2,D6,
ICHmc1a,ICHmc1a/03,Pl,2,D6,
ICHmc1a,ICHmc1a/03,Sx,1,D6,
ICHmc2,ICHmc2/01,At,2,C4,
ICHmc2,ICHmc2/01,Ba,3,C4,
ICHmc2,ICHmc2/01,Bl,2,C4,
ICHmc2,ICHmc2/01,Cw,2,C4,
ICHmc2,ICHmc2/01,Ep,2,C4,
ICHmc2,ICHmc2/01,Fd,4,C4,
ICHmc2,ICHmc2/01,Hw,1,C4,
ICHmc2,ICHmc2/01,Lw,4,C4,
ICHmc2,ICHmc2/01,Pl,1,C4,
ICHmc2,ICHmc2/01,Sx,1,C4,
ICHmc2,ICHmc2/02,At,3,B2,
ICHmc2,ICHmc2/02,Ep,3,B2,added
ICHmc2,ICHmc2/02,Ba,3,B2,
ICHmc2,ICHmc2/02,Bl,3,B2,
ICHmc2,ICHmc2/02,Hw,3,B2,
